# Solar Spectrum (Visible)
# source: Kurucz Solar Atlas (approximation)
# description: Visible solar spectrum with Fraunhofer absorption lines
# object: Sun
# spectral_type: G2V
# temperature: 5778 K
# features: Fraunhofer lines (Ca, H, Na, Fe, O)
#
Wavelength(nm),Flux(normalized)
521.02,9.966958e-01
521.14,9.966540e-01
521.26,9.966121e-01
521.39,9.965699e-01
521.51,9.965274e-01
521.63,9.964847e-01
521.76,9.964417e-01
521.88,9.963985e-01
522.00,9.963551e-01
522.13,9.963114e-01
522.25,9.962674e-01
522.37,9.962233e-01
522.50,9.961788e-01
522.62,9.961342e-01
522.74,9.960892e-01
522.87,9.960441e-01
522.99,9.959987e-01
523.11,9.959530e-01
523.24,9.959072e-01
523.36,9.958610e-01
523.48,9.958147e-01
523.61,9.957680e-01
523.73,9.957212e-01
523.85,9.956741e-01
523.98,9.956268e-01
524.10,9.955792e-01
524.22,9.955314e-01
524.35,9.954833e-01
524.47,9.954350e-01
524.59,9.953865e-01
524.72,9.953377e-01
524.84,9.952887e-01
524.96,9.952395e-01
525.09,9.951900e-01
525.21,9.951402e-01
525.34,9.950903e-01
525.46,9.950401e-01
525.58,9.949896e-01
525.71,9.949390e-01
525.83,9.948881e-01
525.95,9.948369e-01
526.08,9.947855e-01
526.20,9.947339e-01
526.32,9.946820e-01
526.45,9.946300e-01
526.57,9.945776e-01
526.69,9.945242e-01
526.82,9.935020e-01
526.94,9.406593e-01
527.06,8.524813e-01
527.19,9.764759e-01
527.31,9.941520e-01
527.43,9.942048e-01
527.56,9.941506e-01
527.68,9.940962e-01
527.80,9.940415e-01
527.93,9.939866e-01
528.05,9.939315e-01
528.17,9.938761e-01
528.30,9.938206e-01
528.42,9.937647e-01
528.54,9.937087e-01
528.67,9.936524e-01
528.79,9.935959e-01
528.91,9.935392e-01
529.04,9.934822e-01
529.16,9.934250e-01
529.28,9.933676e-01
529.41,9.933099e-01
529.53,9.932520e-01
529.65,9.931939e-01
529.78,9.931356e-01
529.90,9.930770e-01
530.02,9.930182e-01
530.15,9.929592e-01
530.27,9.928999e-01
530.39,9.928405e-01
530.52,9.927808e-01
530.64,9.927208e-01
530.76,9.926607e-01
530.89,9.926003e-01
531.01,9.925397e-01
531.13,9.924789e-01
531.26,9.924178e-01
531.38,9.923565e-01
531.50,9.922950e-01
531.63,9.922333e-01
531.75,9.921714e-01
531.87,9.921092e-01
532.00,9.920468e-01
532.12,9.919842e-01
532.24,9.919213e-01
532.37,9.918583e-01
532.49,9.917950e-01
532.61,9.917315e-01
532.74,9.916678e-01
532.86,9.916038e-01
532.98,9.915396e-01
533.11,9.914752e-01
533.23,9.914106e-01
533.35,9.913458e-01
533.48,9.912807e-01
533.60,9.912155e-01
533.72,9.911500e-01
533.85,9.910843e-01
533.97,9.910183e-01
534.09,9.909522e-01
534.22,9.908858e-01
534.34,9.908192e-01
534.46,9.907524e-01
534.59,9.906854e-01
534.71,9.906182e-01
534.83,9.905507e-01
534.96,9.904831e-01
535.08,9.904152e-01
535.21,9.903471e-01
535.33,9.902788e-01
535.45,9.902102e-01
535.58,9.901415e-01
535.70,9.900725e-01
535.82,9.900033e-01
535.95,9.899339e-01
536.07,9.898643e-01
536.19,9.897945e-01
536.32,9.897245e-01
536.44,9.896542e-01
536.56,9.895837e-01
536.69,9.895131e-01
536.81,9.894422e-01
536.93,9.893711e-01
537.06,9.892998e-01
537.18,9.892282e-01
537.30,9.891565e-01
537.43,9.890845e-01
537.55,9.890124e-01
537.67,9.889400e-01
537.80,9.888674e-01
537.92,9.887946e-01
538.04,9.887216e-01
538.17,9.886484e-01
538.29,9.885750e-01
538.41,9.885014e-01
538.54,9.884275e-01
538.66,9.883535e-01
538.78,9.882792e-01
538.91,9.882047e-01
539.03,9.881301e-01
539.15,9.880552e-01
539.28,9.879801e-01
539.40,9.879048e-01
539.52,9.878293e-01
539.65,9.877536e-01
539.77,9.876777e-01
539.89,9.876015e-01
540.02,9.875252e-01
540.14,9.874487e-01
540.26,9.873719e-01
540.39,9.872950e-01
540.51,9.872178e-01
540.63,9.871405e-01
540.76,9.870629e-01
540.88,9.869851e-01
541.00,9.869072e-01
541.13,9.868290e-01
541.25,9.867506e-01
541.37,9.866720e-01
541.50,9.865933e-01
541.62,9.865143e-01
541.74,9.864351e-01
541.87,9.863557e-01
541.99,9.862761e-01
542.11,9.861963e-01
542.24,9.861163e-01
542.36,9.860361e-01
542.48,9.859557e-01
542.61,9.858751e-01
542.73,9.857943e-01
542.85,9.857133e-01
542.98,9.856321e-01
543.10,9.855507e-01
543.22,9.854691e-01
543.35,9.853873e-01
543.47,9.853053e-01
543.59,9.852231e-01
543.72,9.851407e-01
543.84,9.850581e-01
543.96,9.849753e-01
544.09,9.848924e-01
544.21,9.848092e-01
544.33,9.847258e-01
544.46,9.846422e-01
544.58,9.845584e-01
544.70,9.844745e-01
544.83,9.843903e-01
544.95,9.843059e-01
545.08,9.842214e-01
545.20,9.841366e-01
545.32,9.840517e-01
545.45,9.839665e-01
545.57,9.838812e-01
545.69,9.837957e-01
545.82,9.837099e-01
545.94,9.836240e-01
546.06,9.835379e-01
546.19,9.834516e-01
546.31,9.833651e-01
546.43,9.832784e-01
546.56,9.831915e-01
546.68,9.831044e-01
546.80,9.830171e-01
546.93,9.829297e-01
547.05,9.828420e-01
547.17,9.827542e-01
547.30,9.826661e-01
547.42,9.825779e-01
547.54,9.824895e-01
547.67,9.824009e-01
547.79,9.823121e-01
547.91,9.822231e-01
548.04,9.821339e-01
548.16,9.820445e-01
548.28,9.819550e-01
548.41,9.818652e-01
548.53,9.817753e-01
548.65,9.816852e-01
548.78,9.815949e-01
548.90,9.815044e-01
549.02,9.814137e-01
549.15,9.813228e-01
549.27,9.812317e-01
549.39,9.811405e-01
549.52,9.810490e-01
549.64,9.809574e-01
549.76,9.808656e-01
549.89,9.807736e-01
550.01,9.806814e-01
550.13,9.805891e-01
550.26,9.804965e-01
550.38,9.804038e-01
550.50,9.803108e-01
550.63,9.802177e-01
550.75,9.801245e-01
550.87,9.800310e-01
551.00,9.799373e-01
551.12,9.798435e-01
551.24,9.797495e-01
551.37,9.796552e-01
551.49,9.795609e-01
551.61,9.794663e-01
551.74,9.793715e-01
551.86,9.792766e-01
551.98,9.791815e-01
552.11,9.790862e-01
552.23,9.789907e-01
552.35,9.788950e-01
552.48,9.787992e-01
552.60,9.787031e-01
552.72,9.786069e-01
552.85,9.785106e-01
552.97,9.784140e-01
553.09,9.783172e-01
553.22,9.782203e-01
553.34,9.781232e-01
553.46,9.780259e-01
553.59,9.779285e-01
553.71,9.778308e-01
553.83,9.777330e-01
553.96,9.776350e-01
554.08,9.775368e-01
554.20,9.774385e-01
554.33,9.773399e-01
554.45,9.772412e-01
554.57,9.771424e-01
554.70,9.770433e-01
554.82,9.769441e-01
554.94,9.768447e-01
555.07,9.767451e-01
555.19,9.766453e-01
555.32,9.765454e-01
555.44,9.764452e-01
555.56,9.763450e-01
555.69,9.762445e-01
555.81,9.761439e-01
555.93,9.760430e-01
556.06,9.759421e-01
556.18,9.758409e-01
556.30,9.757396e-01
556.43,9.756381e-01
556.55,9.755364e-01
556.67,9.754345e-01
556.80,9.753325e-01
556.92,9.752303e-01
557.04,9.751279e-01
557.17,9.750254e-01
557.29,9.749227e-01
557.41,9.748198e-01
557.54,9.747167e-01
557.66,9.746135e-01
557.78,9.745101e-01
557.91,9.744065e-01
558.03,9.743028e-01
558.15,9.741989e-01
558.28,9.740948e-01
558.40,9.739906e-01
558.52,9.738861e-01
558.65,9.737816e-01
558.77,9.736768e-01
558.89,9.735719e-01
559.02,9.734668e-01
559.14,9.733615e-01
559.26,9.732561e-01
559.39,9.731505e-01
559.51,9.730447e-01
559.63,9.729388e-01
559.76,9.728327e-01
559.88,9.727265e-01
560.00,9.726200e-01
560.13,9.725134e-01
560.25,9.724067e-01
560.37,9.722997e-01
560.50,9.721926e-01
560.62,9.720854e-01
560.74,9.719780e-01
560.87,9.718704e-01
560.99,9.717626e-01
561.11,9.716547e-01
561.24,9.715466e-01
561.36,9.714384e-01
561.48,9.713300e-01
561.61,9.712214e-01
561.73,9.711127e-01
561.85,9.710038e-01
561.98,9.708947e-01
562.10,9.707855e-01
562.22,9.706761e-01
562.35,9.705665e-01
562.47,9.704568e-01
562.59,9.703469e-01
562.72,9.702369e-01
562.84,9.701267e-01
562.96,9.700164e-01
563.09,9.699058e-01
563.21,9.697952e-01
563.33,9.696843e-01
563.46,9.695733e-01
563.58,9.694622e-01
563.70,9.693508e-01
563.83,9.692394e-01
563.95,9.691277e-01
564.07,9.690159e-01
564.20,9.689040e-01
564.32,9.687919e-01
564.44,9.686796e-01
564.57,9.685672e-01
564.69,9.684546e-01
564.81,9.683418e-01
564.94,9.682289e-01
565.06,9.681159e-01
565.19,9.680027e-01
565.31,9.678893e-01
565.43,9.677757e-01
565.56,9.676621e-01
565.68,9.675482e-01
565.80,9.674342e-01
565.93,9.673201e-01
566.05,9.672058e-01
566.17,9.670913e-01
566.30,9.669767e-01
566.42,9.668619e-01
566.54,9.667470e-01
566.67,9.666319e-01
566.79,9.665167e-01
566.91,9.664013e-01
567.04,9.662857e-01
567.16,9.661700e-01
567.28,9.660542e-01
567.41,9.659382e-01
567.53,9.658220e-01
567.65,9.657057e-01
567.78,9.655892e-01
567.90,9.654726e-01
568.02,9.653559e-01
568.15,9.652389e-01
568.27,9.651219e-01
568.39,9.650047e-01
568.52,9.648873e-01
568.64,9.647698e-01
568.76,9.646521e-01
568.89,9.645343e-01
569.01,9.644163e-01
569.13,9.642982e-01
569.26,9.641799e-01
569.38,9.640615e-01
569.50,9.639429e-01
569.63,9.638242e-01
569.75,9.637053e-01
569.87,9.635863e-01
570.00,9.634671e-01
570.12,9.633478e-01
570.24,9.632284e-01
570.37,9.631088e-01
570.49,9.629890e-01
570.61,9.628691e-01
570.74,9.627490e-01
570.86,9.626289e-01
570.98,9.625085e-01
571.11,9.623880e-01
571.23,9.622674e-01
571.35,9.621466e-01
571.48,9.620257e-01
571.60,9.619046e-01
571.72,9.617834e-01
571.85,9.616620e-01
571.97,9.615405e-01
572.09,9.614188e-01
572.22,9.612970e-01
572.34,9.611751e-01
572.46,9.610530e-01
572.59,9.609308e-01
572.71,9.608084e-01
572.83,9.606859e-01
572.96,9.605632e-01
573.08,9.604404e-01
573.20,9.603175e-01
573.33,9.601944e-01
573.45,9.600712e-01
573.57,9.599478e-01
573.70,9.598243e-01
573.82,9.597006e-01
573.94,9.595768e-01
574.07,9.594529e-01
574.19,9.593288e-01
574.31,9.592046e-01
574.44,9.590802e-01
574.56,9.589557e-01
574.68,9.588311e-01
574.81,9.587063e-01
574.93,9.585814e-01
575.06,9.584563e-01
575.18,9.583311e-01
575.30,9.582057e-01
575.43,9.580803e-01
575.55,9.579546e-01
575.67,9.578289e-01
575.80,9.577030e-01
575.92,9.575770e-01
576.04,9.574508e-01
576.17,9.573245e-01
576.29,9.571980e-01
576.41,9.570714e-01
576.54,9.569447e-01
576.66,9.568179e-01
576.78,9.566909e-01
576.91,9.565637e-01
577.03,9.564365e-01
577.15,9.563091e-01
577.28,9.561815e-01
577.40,9.560538e-01
577.52,9.559260e-01
577.65,9.557981e-01
577.77,9.556700e-01
577.89,9.555418e-01
578.02,9.554134e-01
578.14,9.552850e-01
578.26,9.551563e-01
578.39,9.550276e-01
578.51,9.548987e-01
578.63,9.547697e-01
578.76,9.546405e-01
578.88,9.545112e-01
579.00,9.543818e-01
579.13,9.542523e-01
579.25,9.541226e-01
579.37,9.539928e-01
579.50,9.538628e-01
579.62,9.537327e-01
579.74,9.536025e-01
579.87,9.534722e-01
579.99,9.533417e-01
580.11,9.532111e-01
580.24,9.530803e-01
580.36,9.529495e-01
580.48,9.528185e-01
580.61,9.526873e-01
580.73,9.525561e-01
580.85,9.524247e-01
580.98,9.522932e-01
581.10,9.521615e-01
581.22,9.520297e-01
581.35,9.518978e-01
581.47,9.517658e-01
581.59,9.516336e-01
581.72,9.515013e-01
581.84,9.513689e-01
581.96,9.512364e-01
582.09,9.511037e-01
582.21,9.509709e-01
582.33,9.508379e-01
582.46,9.507049e-01
582.58,9.505717e-01
582.70,9.504384e-01
582.83,9.503049e-01
582.95,9.501714e-01
583.07,9.500377e-01
583.20,9.499038e-01
583.32,9.497699e-01
583.44,9.496358e-01
583.57,9.495016e-01
583.69,9.493673e-01
583.81,9.492329e-01
583.94,9.490983e-01
584.06,9.489636e-01
584.18,9.488288e-01
584.31,9.486938e-01
584.43,9.485587e-01
584.55,9.484235e-01
584.68,9.482882e-01
584.80,9.481528e-01
584.92,9.480172e-01
585.05,9.478815e-01
585.17,9.477457e-01
585.30,9.476098e-01
585.42,9.474737e-01
585.54,9.473376e-01
585.67,9.472012e-01
585.79,9.470648e-01
585.91,9.469283e-01
586.04,9.467916e-01
586.16,9.466548e-01
586.28,9.465179e-01
586.41,9.463809e-01
586.53,9.462437e-01
586.65,9.461065e-01
586.78,9.459691e-01
586.90,9.458316e-01
587.02,9.456939e-01
587.15,9.455562e-01
587.27,9.454183e-01
587.39,9.452803e-01
587.52,9.451422e-01
587.64,9.450040e-01
587.76,9.448656e-01
587.89,9.447272e-01
588.01,9.445886e-01
588.13,9.444499e-01
588.26,9.443110e-01
588.38,9.441721e-01
588.50,9.440330e-01
588.63,9.438935e-01
588.75,9.430409e-01
588.87,8.684677e-01
589.00,5.665928e-01
589.12,8.533040e-01
589.24,9.421696e-01
589.37,9.405070e-01
589.49,8.046361e-01
589.61,5.854341e-01
589.74,8.986508e-01
589.86,9.422378e-01
589.98,9.423552e-01
590.11,9.422147e-01
590.23,9.420740e-01
590.35,9.419332e-01
590.48,9.417923e-01
590.60,9.416512e-01
590.72,9.415101e-01
590.85,9.413688e-01
590.97,9.412275e-01
591.09,9.410860e-01
591.22,9.409444e-01
591.34,9.408027e-01
591.46,9.406608e-01
591.59,9.405189e-01
591.71,9.403768e-01
591.83,9.402347e-01
591.96,9.400924e-01
592.08,9.399500e-01
592.20,9.398075e-01
592.33,9.396649e-01
592.45,9.395222e-01
592.57,9.393793e-01
592.70,9.392364e-01
592.82,9.390933e-01
592.94,9.389502e-01
593.07,9.388069e-01
593.19,9.386635e-01
593.31,9.385200e-01
593.44,9.383764e-01
593.56,9.382327e-01
593.68,9.380888e-01
593.81,9.379449e-01
593.93,9.378008e-01
594.05,9.376567e-01
594.18,9.375124e-01
594.30,9.373680e-01
594.42,9.372235e-01
594.55,9.370790e-01
594.67,9.369343e-01
594.79,9.367894e-01
594.92,9.366445e-01
595.04,9.364995e-01
595.17,9.363544e-01
595.29,9.362091e-01
595.41,9.360638e-01
595.54,9.359183e-01
595.66,9.357727e-01
595.78,9.356271e-01
595.91,9.354813e-01
596.03,9.353354e-01
596.15,9.351894e-01
596.28,9.350433e-01
596.40,9.348971e-01
596.52,9.347508e-01
596.65,9.346044e-01
596.77,9.344579e-01
596.89,9.343113e-01
597.02,9.341646e-01
597.14,9.340177e-01
597.26,9.338708e-01
597.39,9.337237e-01
597.51,9.335766e-01
597.63,9.334294e-01
597.76,9.332820e-01
597.88,9.331345e-01
598.00,9.329870e-01
598.13,9.328393e-01
598.25,9.326916e-01
598.37,9.325437e-01
598.50,9.323957e-01
598.62,9.322476e-01
598.74,9.320995e-01
598.87,9.319512e-01
598.99,9.318028e-01
599.11,9.316543e-01
599.24,9.315057e-01
599.36,9.313571e-01
599.48,9.312083e-01
599.61,9.310594e-01
599.73,9.309104e-01
599.85,9.307613e-01
599.98,9.306121e-01
600.10,9.304628e-01
600.22,9.303134e-01
600.35,9.301639e-01
600.47,9.300143e-01
600.59,9.298647e-01
600.72,9.297149e-01
600.84,9.295650e-01
600.96,9.294150e-01
601.09,9.292649e-01
601.21,9.291147e-01
601.33,9.289644e-01
601.46,9.288140e-01
601.58,9.286636e-01
601.70,9.285130e-01
601.83,9.283623e-01
601.95,9.282115e-01
602.07,9.280606e-01
602.20,9.279097e-01
602.32,9.277586e-01
602.44,9.276074e-01
602.57,9.274562e-01
602.69,9.273048e-01
602.81,9.271534e-01
602.94,9.270018e-01
603.06,9.268502e-01
603.18,9.266984e-01
603.31,9.265466e-01
603.43,9.263946e-01
603.55,9.262426e-01
603.68,9.260905e-01
603.80,9.259383e-01
603.92,9.257859e-01
604.05,9.256335e-01
604.17,9.254810e-01
604.29,9.253284e-01
604.42,9.251757e-01
604.54,9.250229e-01
604.66,9.248700e-01
604.79,9.247171e-01
604.91,9.245640e-01
605.04,9.244108e-01
605.16,9.242576e-01
605.28,9.241042e-01
605.41,9.239508e-01
605.53,9.237972e-01
605.65,9.236436e-01
605.78,9.234899e-01
605.90,9.233361e-01
606.02,9.231822e-01
606.15,9.230282e-01
606.27,9.228741e-01
606.39,9.227199e-01
606.52,9.225656e-01
606.64,9.224112e-01
606.76,9.222568e-01
606.89,9.221022e-01
607.01,9.219476e-01
607.13,9.217929e-01
607.26,9.216380e-01
607.38,9.214831e-01
607.50,9.213281e-01
607.63,9.211730e-01
607.75,9.210179e-01
607.87,9.208626e-01
608.00,9.207072e-01
608.12,9.205518e-01
608.24,9.203962e-01
608.37,9.202406e-01
608.49,9.200849e-01
608.61,9.199291e-01
608.74,9.197732e-01
608.86,9.196172e-01
608.98,9.194612e-01
609.11,9.193050e-01
609.23,9.191487e-01
609.35,9.189924e-01
609.48,9.188360e-01
609.60,9.186795e-01
609.72,9.185229e-01
609.85,9.183662e-01
609.97,9.182094e-01
610.09,9.180526e-01
610.22,9.178956e-01
610.34,9.177386e-01
610.46,9.175815e-01
610.59,9.174243e-01
610.71,9.172670e-01
610.83,9.171096e-01
610.96,9.169522e-01
611.08,9.167946e-01
611.20,9.166370e-01
611.33,9.164793e-01
611.45,9.163215e-01
611.57,9.161636e-01
611.70,9.160056e-01
611.82,9.158476e-01
611.94,9.156895e-01
612.07,9.155312e-01
612.19,9.153729e-01
612.31,9.152145e-01
612.44,9.150561e-01
612.56,9.148975e-01
612.68,9.147389e-01
612.81,9.145801e-01
612.93,9.144213e-01
613.05,9.142625e-01
613.18,9.141035e-01
613.30,9.139444e-01
613.42,9.137853e-01
613.55,9.136261e-01
613.67,9.134668e-01
613.79,9.133074e-01
613.92,9.131479e-01
614.04,9.129884e-01
614.16,9.128288e-01
614.29,9.126690e-01
614.41,9.125093e-01
614.53,9.123494e-01
614.66,9.121894e-01
614.78,9.120294e-01
614.90,9.118693e-01
615.03,9.117091e-01
615.15,9.115488e-01
615.28,9.113885e-01
615.40,9.112280e-01
615.52,9.110675e-01
615.65,9.109069e-01
615.77,9.107463e-01
615.89,9.105855e-01
616.02,9.104247e-01
616.14,9.102638e-01
616.26,9.101028e-01
616.39,9.099417e-01
616.51,9.097806e-01
616.63,9.096194e-01
616.76,9.094581e-01
616.88,9.092967e-01
617.00,9.091352e-01
617.13,9.089737e-01
617.25,9.088121e-01
617.37,9.086504e-01
617.50,9.084886e-01
617.62,9.083268e-01
617.74,9.081649e-01
617.87,9.080029e-01
617.99,9.078408e-01
618.11,9.076787e-01
618.24,9.075164e-01
618.36,9.073541e-01
618.48,9.071918e-01
618.61,9.070293e-01
618.73,9.068668e-01
618.85,9.067042e-01
618.98,9.065415e-01
619.10,9.063787e-01
619.22,9.062159e-01
619.35,9.060530e-01
619.47,9.058900e-01
619.59,9.057270e-01
619.72,9.055638e-01
619.84,9.054006e-01
619.96,9.052374e-01
620.09,9.050740e-01
620.21,9.049106e-01
620.33,9.047471e-01
620.46,9.045835e-01
620.58,9.044199e-01
620.70,9.042561e-01
620.83,9.040924e-01
620.95,9.039285e-01
621.07,9.037646e-01
621.20,9.036005e-01
621.32,9.034365e-01
621.44,9.032723e-01
621.57,9.031081e-01
621.69,9.029438e-01
621.81,9.027794e-01
621.94,9.026150e-01
622.06,9.024504e-01
622.18,9.022859e-01
622.31,9.021212e-01
622.43,9.019565e-01
622.55,9.017917e-01
622.68,9.016268e-01
622.80,9.014619e-01
622.92,9.012969e-01
623.05,9.011318e-01
623.17,9.009666e-01
623.29,9.008014e-01
623.42,9.006361e-01
623.54,9.004707e-01
623.66,9.003053e-01
623.79,9.001398e-01
623.91,8.999742e-01
624.03,8.998086e-01
624.16,8.996429e-01
624.28,8.994771e-01
624.40,8.993113e-01
624.53,8.991453e-01
624.65,8.989794e-01
624.77,8.988133e-01
624.90,8.986472e-01
625.02,8.984810e-01
625.15,8.983147e-01
625.27,8.981484e-01
625.39,8.979820e-01
625.52,8.978156e-01
625.64,8.976490e-01
625.76,8.974824e-01
625.89,8.973158e-01
626.01,8.971490e-01
626.13,8.969823e-01
626.26,8.968154e-01
626.38,8.966485e-01
626.50,8.964815e-01
626.63,8.963144e-01
626.75,8.961473e-01
626.87,8.959801e-01
627.00,8.958128e-01
627.12,8.956455e-01
627.24,8.954781e-01
627.37,8.953107e-01
627.49,8.951431e-01
627.61,8.949755e-01
627.74,8.948079e-01
627.86,8.946402e-01
627.98,8.944724e-01
628.11,8.943046e-01
628.23,8.941366e-01
628.35,8.939687e-01
628.48,8.938006e-01
628.60,8.936325e-01
628.72,8.934644e-01
628.85,8.932961e-01
628.97,8.931278e-01
629.09,8.929595e-01
629.22,8.927911e-01
629.34,8.926226e-01
629.46,8.924540e-01
629.59,8.922854e-01
629.71,8.921168e-01
629.83,8.919480e-01
629.96,8.917792e-01
630.08,8.916104e-01
630.20,8.914415e-01
630.33,8.912725e-01
630.45,8.911034e-01
630.57,8.909343e-01
630.70,8.907652e-01
630.82,8.905959e-01
630.94,8.904266e-01
631.07,8.902573e-01
631.19,8.900879e-01
631.31,8.899184e-01
631.44,8.897489e-01
631.56,8.895793e-01
631.68,8.894096e-01
631.81,8.892399e-01
631.93,8.890701e-01
632.05,8.889003e-01
632.18,8.887304e-01
632.30,8.885604e-01
632.42,8.883904e-01
632.55,8.882203e-01
632.67,8.880502e-01
632.79,8.878800e-01
632.92,8.877098e-01
633.04,8.875394e-01
633.16,8.873691e-01
633.29,8.871986e-01
633.41,8.870282e-01
633.53,8.868576e-01
633.66,8.866870e-01
633.78,8.865163e-01
633.90,8.863456e-01
634.03,8.861748e-01
634.15,8.860040e-01
634.27,8.858331e-01
634.40,8.856622e-01
634.52,8.854912e-01
634.64,8.853201e-01
634.77,8.851490e-01
634.89,8.849778e-01
635.02,8.848065e-01
635.14,8.846352e-01
635.26,8.844639e-01
635.39,8.842925e-01
635.51,8.841210e-01
635.63,8.839495e-01
635.76,8.837779e-01
635.88,8.836063e-01
636.00,8.834346e-01
636.13,8.832629e-01
636.25,8.830911e-01
636.37,8.829192e-01
636.50,8.827473e-01
636.62,8.825753e-01
636.74,8.824033e-01
636.87,8.822312e-01
636.99,8.820591e-01
637.11,8.818869e-01
637.24,8.817147e-01
637.36,8.815424e-01
637.48,8.813701e-01
637.61,8.811977e-01
637.73,8.810252e-01
637.85,8.808527e-01
637.98,8.806801e-01
638.10,8.805075e-01
638.22,8.803348e-01
638.35,8.801621e-01
638.47,8.799893e-01
638.59,8.798165e-01
638.72,8.796436e-01
638.84,8.794707e-01
638.96,8.792977e-01
639.09,8.791247e-01
639.21,8.789516e-01
639.33,8.787784e-01
639.46,8.786052e-01
639.58,8.784320e-01
639.70,8.782587e-01
639.83,8.780853e-01
639.95,8.779119e-01
640.07,8.777385e-01
640.20,8.775650e-01
640.32,8.773914e-01
640.44,8.772178e-01
640.57,8.770441e-01
640.69,8.768704e-01
640.81,8.766967e-01
640.94,8.765229e-01
641.06,8.763490e-01
641.18,8.761751e-01
641.31,8.760011e-01
641.43,8.758271e-01
641.55,8.756530e-01
641.68,8.754789e-01
641.80,8.753048e-01
641.92,8.751305e-01
642.05,8.749563e-01
642.17,8.747820e-01
642.29,8.746076e-01
642.42,8.744332e-01
642.54,8.742587e-01
642.66,8.740842e-01
642.79,8.739097e-01
642.91,8.737351e-01
643.03,8.735604e-01
643.16,8.733857e-01
643.28,8.732110e-01
643.40,8.730362e-01
643.53,8.728613e-01
643.65,8.726864e-01
643.77,8.725115e-01
643.90,8.723365e-01
644.02,8.721614e-01
644.14,8.719864e-01
644.27,8.718112e-01
644.39,8.716360e-01
644.51,8.714608e-01
644.64,8.712855e-01
644.76,8.711102e-01
644.88,8.709349e-01
645.01,8.707594e-01
645.13,8.705840e-01
645.26,8.704085e-01
645.38,8.702329e-01
645.50,8.700573e-01
645.63,8.698817e-01
645.75,8.697060e-01
645.87,8.695303e-01
646.00,8.693545e-01
646.12,8.691786e-01
646.24,8.690028e-01
646.37,8.688269e-01
646.49,8.686509e-01
646.61,8.684749e-01
646.74,8.682988e-01
646.86,8.681227e-01
646.98,8.679466e-01
647.11,8.677704e-01
647.23,8.675942e-01
647.35,8.674179e-01
647.48,8.672416e-01
647.60,8.670652e-01
647.72,8.668888e-01
647.85,8.667124e-01
647.97,8.665359e-01
648.09,8.663593e-01
648.22,8.661827e-01
648.34,8.660061e-01
648.46,8.658295e-01
648.59,8.656527e-01
648.71,8.654760e-01
648.83,8.652992e-01
648.96,8.651224e-01
649.08,8.649455e-01
649.20,8.647686e-01
649.33,8.645916e-01
649.45,8.644146e-01
649.57,8.642375e-01
649.70,8.640604e-01
649.82,8.638833e-01
649.94,8.637061e-01
650.07,8.635289e-01
650.19,8.633516e-01
650.31,8.631743e-01
650.44,8.629970e-01
650.56,8.628196e-01
650.68,8.626422e-01
650.81,8.624647e-01
650.93,8.622872e-01
651.05,8.621097e-01
651.18,8.619321e-01
651.30,8.617545e-01
651.42,8.615768e-01
651.55,8.613991e-01
651.67,8.612213e-01
651.79,8.610435e-01
651.92,8.608657e-01
652.04,8.606878e-01
652.16,8.605099e-01
652.29,8.603320e-01
652.41,8.601540e-01
652.53,8.599760e-01
652.66,8.597979e-01
652.78,8.596198e-01
652.90,8.594416e-01
653.03,8.592635e-01
653.15,8.590852e-01
653.27,8.589070e-01
653.40,8.587287e-01
653.52,8.585503e-01
653.64,8.583720e-01
653.77,8.581936e-01
653.89,8.580151e-01
654.01,8.578366e-01
654.14,8.576581e-01
654.26,8.574795e-01
654.38,8.573009e-01
654.51,8.571223e-01
654.63,8.569436e-01
654.75,8.567649e-01
654.88,8.565861e-01
655.00,8.564073e-01
655.13,8.562285e-01
655.25,8.560496e-01
655.37,8.558707e-01
655.50,8.556918e-01
655.62,8.555128e-01
655.74,8.553338e-01
655.87,8.551548e-01
655.99,8.549229e-01
656.11,8.395288e-01
656.24,6.444572e-01
656.36,7.166464e-01
656.48,8.499558e-01
656.61,8.540733e-01
656.73,8.539004e-01
656.85,8.537211e-01
656.98,8.535417e-01
657.10,8.533623e-01
657.22,8.531829e-01
657.35,8.530034e-01
657.47,8.528239e-01
657.59,8.526444e-01
657.72,8.524648e-01
657.84,8.522852e-01
657.96,8.521055e-01
658.09,8.519258e-01
658.21,8.517461e-01
658.33,8.515664e-01
658.46,8.513866e-01
658.58,8.512068e-01
658.70,8.510269e-01
658.83,8.508470e-01
658.95,8.506671e-01
659.07,8.504872e-01
659.20,8.503072e-01
659.32,8.501272e-01
659.44,8.499471e-01
659.57,8.497670e-01
659.69,8.495869e-01
659.81,8.494068e-01
659.94,8.492266e-01
660.06,8.490463e-01
660.18,8.488661e-01
660.31,8.486858e-01
660.43,8.485055e-01
660.55,8.483252e-01
660.68,8.481448e-01
660.80,8.479644e-01
660.92,8.477839e-01
661.05,8.476035e-01
661.17,8.474229e-01
661.29,8.472424e-01
661.42,8.470618e-01
661.54,8.468812e-01
661.66,8.467006e-01
661.79,8.465199e-01
661.91,8.463393e-01
662.03,8.461585e-01
662.16,8.459778e-01
662.28,8.457970e-01
662.40,8.456162e-01
662.53,8.454353e-01
662.65,8.452544e-01
662.77,8.450735e-01
662.90,8.448926e-01
663.02,8.447116e-01
663.14,8.445306e-01
663.27,8.443496e-01
663.39,8.441685e-01
