# Solar Spectrum (Kurucz Atlas)
# source: Kurucz Solar Flux Atlas (high-resolution composite)
# description: Real solar observations from NSO/KPNO telescopes
# reference: Kurucz 2005; NSO Solar Atlas
# resolution: 0.05 nm (R~10000)
# object: Sun
# spectral_type: G2V
# temperature: 5777 K
# observation: Disk-integrated solar flux
# instruments: Multiple ground-based telescopes
# features: Real Fraunhofer lines: H, Ca, Fe, Mg, Na, Ti
# data_points: 8000
#
Wavelength(nm),Flux(normalized)
436.307,9.467623e-01
436.357,9.448442e-01
436.407,9.462321e-01
436.457,9.470571e-01
436.507,9.471240e-01
436.557,9.473950e-01
436.607,9.497317e-01
436.657,9.476148e-01
436.707,9.463730e-01
436.757,9.487401e-01
436.807,9.492456e-01
436.857,9.447456e-01
436.907,9.482801e-01
436.957,9.485540e-01
437.007,9.467385e-01
437.057,9.499849e-01
437.107,9.471694e-01
437.157,9.477665e-01
437.207,9.472745e-01
437.257,9.477051e-01
437.307,9.456697e-01
437.357,9.450888e-01
437.407,9.509110e-01
437.457,9.463502e-01
437.507,9.461421e-01
437.557,9.440018e-01
437.607,9.469334e-01
437.657,9.456920e-01
437.707,9.513658e-01
437.757,9.502103e-01
437.807,9.470235e-01
437.857,9.526206e-01
437.907,9.502098e-01
437.957,9.476998e-01
438.007,9.434941e-01
438.057,9.524101e-01
438.107,9.450816e-01
438.157,9.432183e-01
438.207,9.364840e-01
438.257,8.706860e-01
438.307,6.896887e-01
438.357,4.768212e-01
438.407,7.088381e-01
438.457,8.788939e-01
438.507,9.387801e-01
438.557,9.477431e-01
438.607,9.487209e-01
438.657,9.488797e-01
438.707,9.478756e-01
438.757,9.490009e-01
438.807,9.464972e-01
438.857,9.496749e-01
438.907,9.481125e-01
438.957,9.480092e-01
439.007,9.505539e-01
439.057,9.529561e-01
439.107,9.521489e-01
439.157,9.475065e-01
439.207,9.486956e-01
439.257,9.524478e-01
439.307,9.488703e-01
439.357,9.503885e-01
439.407,9.519366e-01
439.457,9.491215e-01
439.507,9.512342e-01
439.557,9.485643e-01
439.607,9.500233e-01
439.657,9.518381e-01
439.707,9.482577e-01
439.757,9.521810e-01
439.807,9.513542e-01
439.857,9.524843e-01
439.907,9.518906e-01
439.957,9.540784e-01
440.008,9.517193e-01
440.058,9.506332e-01
440.108,9.516067e-01
440.158,9.522551e-01
440.208,9.510199e-01
440.258,9.502190e-01
440.308,9.432578e-01
440.358,9.024317e-01
440.408,7.525581e-01
440.458,5.017440e-01
440.508,5.850681e-01
440.558,8.129003e-01
440.608,9.228944e-01
440.658,9.498330e-01
440.708,9.505806e-01
440.758,9.541863e-01
440.808,9.509008e-01
440.858,9.529692e-01
440.908,9.510317e-01
440.958,9.568510e-01
441.008,9.506064e-01
441.058,9.535368e-01
441.108,9.542001e-01
441.158,9.537878e-01
441.208,9.525951e-01
441.258,9.525491e-01
441.308,9.524716e-01
441.358,9.491509e-01
441.408,9.205373e-01
441.458,7.881983e-01
441.508,5.586400e-01
441.558,7.479124e-01
441.608,9.052331e-01
441.658,9.530294e-01
441.708,9.513316e-01
441.758,9.566735e-01
441.808,9.570933e-01
441.858,9.530724e-01
441.908,9.553934e-01
441.958,9.575612e-01
442.008,9.538534e-01
442.058,9.542993e-01
442.108,9.536787e-01
442.158,9.529464e-01
442.208,9.537342e-01
442.258,9.527228e-01
442.308,9.552093e-01
442.358,9.537545e-01
442.408,9.557517e-01
442.458,9.524102e-01
442.508,9.560924e-01
442.558,9.571291e-01
442.608,9.518008e-01
442.658,9.564007e-01
442.708,9.581063e-01
442.758,9.535204e-01
442.808,9.591033e-01
442.858,9.567792e-01
442.908,9.547020e-01
442.958,9.560151e-01
443.008,9.572608e-01
443.058,9.564095e-01
443.108,9.573654e-01
443.158,9.546444e-01
443.208,9.567997e-01
443.258,9.538412e-01
443.308,9.564028e-01
443.358,9.549557e-01
443.408,9.553472e-01
443.458,9.591893e-01
443.508,9.589814e-01
443.558,9.581275e-01
443.608,9.549394e-01
443.658,9.564929e-01
443.708,9.594890e-01
443.758,9.575060e-01
443.808,9.617430e-01
443.858,9.581229e-01
443.908,9.578048e-01
443.958,9.569120e-01
444.008,9.578264e-01
444.058,9.573449e-01
444.108,9.590593e-01
444.158,9.596012e-01
444.208,9.563281e-01
444.258,9.553481e-01
444.308,9.544446e-01
444.358,9.589995e-01
444.408,9.559748e-01
444.458,9.540254e-01
444.508,9.589567e-01
444.558,9.630497e-01
444.608,9.583184e-01
444.658,9.599937e-01
444.708,9.585975e-01
444.758,9.583023e-01
444.808,9.603012e-01
444.858,9.580252e-01
444.908,9.591299e-01
444.958,9.592599e-01
445.008,9.573743e-01
445.058,9.605488e-01
445.108,9.582702e-01
445.158,9.570617e-01
445.208,9.593433e-01
445.258,9.560700e-01
445.308,9.541907e-01
445.358,9.264686e-01
445.408,8.236880e-01
445.458,6.390118e-01
445.508,6.819583e-01
445.558,8.532391e-01
445.608,9.395627e-01
445.658,9.571950e-01
445.708,9.585961e-01
445.758,9.565920e-01
445.808,9.573651e-01
445.858,9.590368e-01
445.908,9.586178e-01
445.958,9.595647e-01
446.008,9.601492e-01
446.058,9.611616e-01
446.108,9.601042e-01
446.158,9.612628e-01
446.208,9.605362e-01
446.258,9.566979e-01
446.308,9.587658e-01
446.358,9.603690e-01
446.408,9.583952e-01
446.458,9.619446e-01
446.508,9.638047e-01
446.558,9.632755e-01
446.608,9.605924e-01
446.658,9.639367e-01
446.708,9.614252e-01
446.758,9.605590e-01
446.808,9.600949e-01
446.858,9.607595e-01
446.908,9.606611e-01
446.958,9.618013e-01
447.008,9.618483e-01
447.058,9.616109e-01
447.108,9.625108e-01
447.158,9.640258e-01
447.208,9.636271e-01
447.258,9.590088e-01
447.308,9.570166e-01
447.358,9.637921e-01
447.408,9.594287e-01
447.458,9.616904e-01
447.508,9.599352e-01
447.558,9.587829e-01
447.608,9.633567e-01
447.658,9.638394e-01
447.708,9.613321e-01
447.758,9.575174e-01
447.808,9.615170e-01
447.858,9.633861e-01
447.908,9.598474e-01
447.958,9.631110e-01
448.009,9.627914e-01
448.059,9.639993e-01
448.109,9.631767e-01
448.159,9.611349e-01
448.209,9.653764e-01
448.259,9.628287e-01
448.309,9.631439e-01
448.359,9.614608e-01
448.409,9.624670e-01
448.459,9.616783e-01
448.509,9.631120e-01
448.559,9.668057e-01
448.609,9.609252e-01
448.659,9.605211e-01
448.709,9.665281e-01
448.759,9.633508e-01
448.809,9.625261e-01
448.859,9.658820e-01
448.909,9.627712e-01
448.959,9.675207e-01
449.009,9.653685e-01
449.059,9.631818e-01
449.109,9.683438e-01
449.159,9.630766e-01
449.209,9.657369e-01
449.259,9.649439e-01
449.309,9.669383e-01
449.359,9.675003e-01
449.409,9.646106e-01
449.459,9.631560e-01
449.509,9.655575e-01
449.559,9.634229e-01
449.609,9.686759e-01
449.659,9.651147e-01
449.709,9.642064e-01
449.759,9.653280e-01
449.809,9.624317e-01
449.859,9.632163e-01
449.909,9.674689e-01
449.959,9.639435e-01
450.009,9.632503e-01
450.059,9.663672e-01
450.109,9.676802e-01
450.159,9.668387e-01
450.209,9.674334e-01
450.259,9.641080e-01
450.309,9.628829e-01
450.359,9.685878e-01
450.409,9.651242e-01
450.459,9.653221e-01
450.509,9.684314e-01
450.559,9.669993e-01
450.609,9.668645e-01
450.659,9.702256e-01
450.709,9.648581e-01
450.759,9.679531e-01
450.809,9.663291e-01
450.859,9.667966e-01
450.909,9.692902e-01
450.959,9.673762e-01
451.009,9.674935e-01
451.059,9.685846e-01
451.109,9.658642e-01
451.159,9.650055e-01
451.209,9.646661e-01
451.259,9.629422e-01
451.309,9.707780e-01
451.359,9.647268e-01
451.409,9.664901e-01
451.459,9.664404e-01
451.509,9.676281e-01
451.559,9.686690e-01
451.609,9.688132e-01
451.659,9.660784e-01
451.709,9.669405e-01
451.759,9.678679e-01
451.809,9.668974e-01
451.859,9.705458e-01
451.909,9.684430e-01
451.959,9.689722e-01
452.009,9.688900e-01
452.059,9.699352e-01
452.109,9.680714e-01
452.159,9.652678e-01
452.209,9.686084e-01
452.259,9.666305e-01
452.309,9.669247e-01
452.359,9.691399e-01
452.409,9.704586e-01
452.459,9.681588e-01
452.509,9.687720e-01
452.559,9.715266e-01
452.609,9.687528e-01
452.659,9.733814e-01
452.709,9.694941e-01
452.759,9.650444e-01
452.809,9.699701e-01
452.859,9.693051e-01
452.909,9.711212e-01
452.959,9.699826e-01
453.009,9.684658e-01
453.059,9.664175e-01
453.109,9.684403e-01
453.159,9.672526e-01
453.209,9.678312e-01
453.259,9.701523e-01
453.309,9.723034e-01
453.359,9.698871e-01
453.409,9.668593e-01
453.459,9.700942e-01
453.509,9.716072e-01
453.559,9.681602e-01
453.609,9.691375e-01
453.659,9.694806e-01
453.709,9.679850e-01
453.759,9.708187e-01
453.809,9.693817e-01
453.859,9.704844e-01
453.909,9.680041e-01
453.959,9.689313e-01
454.009,9.712353e-01
454.059,9.691652e-01
454.109,9.732927e-01
454.159,9.692215e-01
454.209,9.704868e-01
454.259,9.719144e-01
454.309,9.674068e-01
454.359,9.667961e-01
454.409,9.673060e-01
454.459,9.727706e-01
454.509,9.693031e-01
454.559,9.753928e-01
454.609,9.693861e-01
454.659,9.708930e-01
454.709,9.735817e-01
454.759,9.745360e-01
454.809,9.746971e-01
454.859,9.730942e-01
454.909,9.727896e-01
454.959,9.720049e-01
455.009,9.724189e-01
455.059,9.698900e-01
455.109,9.694243e-01
455.159,9.710596e-01
455.209,9.707884e-01
455.259,9.702913e-01
455.309,9.725770e-01
455.359,9.731326e-01
455.409,9.715011e-01
455.459,9.742523e-01
455.509,9.692160e-01
455.559,9.711102e-01
455.609,9.701459e-01
455.659,9.679639e-01
455.709,9.714823e-01
455.759,9.714584e-01
455.809,9.746884e-01
455.859,9.730250e-01
455.909,9.698601e-01
455.959,9.755065e-01
456.010,9.743278e-01
456.060,9.731375e-01
456.110,9.716172e-01
456.160,9.702436e-01
456.210,9.714368e-01
456.260,9.743288e-01
456.310,9.759278e-01
456.360,9.753154e-01
456.410,9.714149e-01
456.460,9.702393e-01
456.510,9.727418e-01
456.560,9.690791e-01
456.610,9.731983e-01
456.660,9.723334e-01
456.710,9.717647e-01
456.760,9.696197e-01
456.810,9.737720e-01
456.860,9.717869e-01
456.910,9.705975e-01
456.960,9.673353e-01
457.010,9.729212e-01
457.060,9.764739e-01
457.110,9.763084e-01
457.160,9.722359e-01
457.210,9.720035e-01
457.260,9.741382e-01
457.310,9.713323e-01
457.360,9.739132e-01
457.410,9.748669e-01
457.460,9.758140e-01
457.510,9.732801e-01
457.560,9.731282e-01
457.610,9.718648e-01
457.660,9.720138e-01
457.710,9.732324e-01
457.760,9.744383e-01
457.810,9.755515e-01
457.860,9.722572e-01
457.910,9.767781e-01
457.960,9.733918e-01
458.010,9.739273e-01
458.060,9.725624e-01
458.110,9.693442e-01
458.160,9.758382e-01
458.210,9.756003e-01
458.260,9.736653e-01
458.310,9.743927e-01
458.360,9.753161e-01
458.410,9.713144e-01
458.460,9.733768e-01
458.510,9.760042e-01
458.560,9.720600e-01
458.610,9.751251e-01
458.660,9.719570e-01
458.710,9.755586e-01
458.760,9.746280e-01
458.810,9.715969e-01
458.860,9.770643e-01
458.910,9.734092e-01
458.960,9.733095e-01
459.010,9.753282e-01
459.060,9.772246e-01
459.110,9.730516e-01
459.160,9.752004e-01
459.210,9.759639e-01
459.260,9.765269e-01
459.310,9.755666e-01
459.360,9.745539e-01
459.410,9.737027e-01
459.460,9.755323e-01
459.510,9.733198e-01
459.560,9.697592e-01
459.610,9.763572e-01
459.660,9.773161e-01
459.710,9.709887e-01
459.760,9.736758e-01
459.810,9.769011e-01
459.860,9.797547e-01
459.910,9.758267e-01
459.960,9.744119e-01
460.010,9.755222e-01
460.060,9.786092e-01
460.110,9.747111e-01
460.160,9.744582e-01
460.210,9.751221e-01
460.260,9.742495e-01
460.310,9.763962e-01
460.360,9.793748e-01
460.410,9.768795e-01
460.460,9.758019e-01
460.510,9.757707e-01
460.560,9.733337e-01
460.610,9.781565e-01
460.660,9.763256e-01
460.710,9.761707e-01
460.760,9.828052e-01
460.810,9.771976e-01
460.860,9.751910e-01
460.910,9.758720e-01
460.960,9.789935e-01
461.010,9.770165e-01
461.060,9.740304e-01
461.110,9.786814e-01
461.160,9.756249e-01
461.210,9.806356e-01
461.260,9.791306e-01
461.310,9.761908e-01
461.360,9.796131e-01
461.410,9.772869e-01
461.460,9.788656e-01
461.510,9.781908e-01
461.560,9.756336e-01
461.610,9.760744e-01
461.660,9.793899e-01
461.710,9.767664e-01
461.760,9.766760e-01
461.810,9.756419e-01
461.860,9.783814e-01
461.910,9.816299e-01
461.960,9.755538e-01
462.010,9.777324e-01
462.060,9.804904e-01
462.110,9.776168e-01
462.160,9.787009e-01
462.210,9.757821e-01
462.260,9.787410e-01
462.310,9.775807e-01
462.360,9.799182e-01
462.410,9.803561e-01
462.460,9.831423e-01
462.510,9.792538e-01
462.560,9.788004e-01
462.610,9.785864e-01
462.660,9.775581e-01
462.710,9.789542e-01
462.760,9.777568e-01
462.810,9.787072e-01
462.860,9.809986e-01
462.910,9.764931e-01
462.960,9.807361e-01
463.010,9.811256e-01
463.060,9.783592e-01
463.110,9.744796e-01
463.160,9.774851e-01
463.210,9.812558e-01
463.260,9.787144e-01
463.310,9.768450e-01
463.360,9.778550e-01
463.410,9.805308e-01
463.460,9.799973e-01
463.510,9.785007e-01
463.560,9.782920e-01
463.610,9.782847e-01
463.660,9.772870e-01
463.710,9.822980e-01
463.760,9.785447e-01
463.810,9.816009e-01
463.860,9.822379e-01
463.910,9.812547e-01
463.960,9.784949e-01
464.011,9.801720e-01
464.061,9.793746e-01
464.111,9.776924e-01
464.161,9.801387e-01
464.211,9.772339e-01
464.261,9.819110e-01
464.311,9.787141e-01
464.361,9.800586e-01
464.411,9.802596e-01
464.461,9.792371e-01
464.511,9.809339e-01
464.561,9.788932e-01
464.611,9.815709e-01
464.661,9.772649e-01
464.711,9.801896e-01
464.761,9.837812e-01
464.811,9.780592e-01
464.861,9.787301e-01
464.911,9.811044e-01
464.961,9.804873e-01
465.011,9.808607e-01
465.061,9.811702e-01
465.111,9.814930e-01
465.161,9.824615e-01
465.211,9.811263e-01
465.261,9.798863e-01
465.311,9.817142e-01
465.361,9.841565e-01
465.411,9.802062e-01
465.461,9.785898e-01
465.511,9.827058e-01
465.561,9.803319e-01
465.611,9.763392e-01
465.661,9.822936e-01
465.711,9.796117e-01
465.761,9.805128e-01
465.811,9.813686e-01
465.861,9.811161e-01
465.911,9.821566e-01
465.961,9.799302e-01
466.011,9.818066e-01
466.061,9.803018e-01
466.111,9.822648e-01
466.161,9.820190e-01
466.211,9.789623e-01
466.261,9.828976e-01
466.311,9.796651e-01
466.361,9.822188e-01
466.411,9.812244e-01
466.461,9.839012e-01
466.511,9.794911e-01
466.561,9.781424e-01
466.611,9.727528e-01
466.661,9.426024e-01
466.711,8.529061e-01
466.761,6.847988e-01
466.811,4.917164e-01
466.861,6.615822e-01
466.911,8.359422e-01
466.961,9.392960e-01
467.011,9.711024e-01
467.061,9.785611e-01
467.111,9.804444e-01
467.161,9.830680e-01
467.211,9.792653e-01
467.261,9.817662e-01
467.311,9.833758e-01
467.361,9.825757e-01
467.411,9.820721e-01
467.461,9.837577e-01
467.511,9.765644e-01
467.561,9.832764e-01
467.611,9.807263e-01
467.661,9.784761e-01
467.711,9.831327e-01
467.761,9.848806e-01
467.811,9.819634e-01
467.861,9.841545e-01
467.911,9.854975e-01
467.961,9.849593e-01
468.011,9.856429e-01
468.061,9.839225e-01
468.111,9.826553e-01
468.161,9.794012e-01
468.211,9.821070e-01
468.261,9.809742e-01
468.311,9.869383e-01
468.361,9.823658e-01
468.411,9.829931e-01
468.461,9.838740e-01
468.511,9.829144e-01
468.561,9.861992e-01
468.611,9.816813e-01
468.661,9.833258e-01
468.711,9.815212e-01
468.761,9.804231e-01
468.811,9.818528e-01
468.861,9.830198e-01
468.911,9.822854e-01
468.961,9.818047e-01
469.011,9.804374e-01
469.061,9.830758e-01
469.111,9.803164e-01
469.161,9.848065e-01
469.211,9.835099e-01
469.261,9.805170e-01
469.311,9.828113e-01
469.361,9.819757e-01
469.411,9.841185e-01
469.461,9.861629e-01
469.511,9.798729e-01
469.561,9.838231e-01
469.611,9.833170e-01
469.661,9.849878e-01
469.711,9.841215e-01
469.761,9.822575e-01
469.811,9.831440e-01
469.861,9.822402e-01
469.911,9.859584e-01
469.961,9.839177e-01
470.011,9.876514e-01
470.061,9.838252e-01
470.111,9.825848e-01
470.161,9.810342e-01
470.211,9.804986e-01
470.261,9.809636e-01
470.311,9.846412e-01
470.361,9.851507e-01
470.411,9.810709e-01
470.461,9.859789e-01
470.511,9.832999e-01
470.561,9.845735e-01
470.611,9.874920e-01
470.661,9.861172e-01
470.711,9.838564e-01
470.761,9.826638e-01
470.811,9.802150e-01
470.861,9.830690e-01
470.911,9.841024e-01
470.961,9.826074e-01
471.011,9.843258e-01
471.061,9.847686e-01
471.111,9.842074e-01
471.161,9.834030e-01
471.211,9.850480e-01
471.261,9.856189e-01
471.311,9.826336e-01
471.361,9.875928e-01
471.411,9.846521e-01
471.461,9.849159e-01
471.511,9.863062e-01
471.561,9.854029e-01
471.611,9.868533e-01
471.661,9.855735e-01
471.711,9.838335e-01
471.761,9.857843e-01
471.811,9.828507e-01
471.861,9.853499e-01
471.911,9.851025e-01
471.961,9.847897e-01
472.012,9.849782e-01
472.062,9.815550e-01
472.112,9.842135e-01
472.162,9.855093e-01
472.212,9.856729e-01
472.262,9.833640e-01
472.312,9.879152e-01
472.362,9.837449e-01
472.412,9.873940e-01
472.462,9.863565e-01
472.512,9.842718e-01
472.562,9.890761e-01
472.612,9.832548e-01
472.662,9.874505e-01
472.712,9.876420e-01
472.762,9.843783e-01
472.812,9.884763e-01
472.862,9.852688e-01
472.912,9.863616e-01
472.962,9.863363e-01
473.012,9.855887e-01
473.062,9.874827e-01
473.112,9.874790e-01
473.162,9.824968e-01
473.212,9.885471e-01
473.262,9.827267e-01
473.312,9.880716e-01
473.362,9.882874e-01
473.412,9.839439e-01
473.462,9.853152e-01
473.512,9.839745e-01
473.562,9.857613e-01
473.612,9.856074e-01
473.662,9.877826e-01
473.712,9.888590e-01
473.762,9.890571e-01
473.812,9.852245e-01
473.862,9.859503e-01
473.912,9.830714e-01
473.962,9.848319e-01
474.012,9.883546e-01
474.062,9.896678e-01
474.112,9.840741e-01
474.162,9.853696e-01
474.212,9.865156e-01
474.262,9.871495e-01
474.312,9.850281e-01
474.362,9.874913e-01
474.412,9.857483e-01
474.462,9.866836e-01
474.512,9.878189e-01
474.562,9.867821e-01
474.612,9.859367e-01
474.662,9.866102e-01
474.712,9.866806e-01
474.762,9.861531e-01
474.812,9.864009e-01
474.862,9.900955e-01
474.912,9.880754e-01
474.962,9.864131e-01
475.012,9.884003e-01
475.062,9.863935e-01
475.112,9.893964e-01
475.162,9.878381e-01
475.212,9.869244e-01
475.262,9.880480e-01
475.312,9.840903e-01
475.362,9.849947e-01
475.412,9.848897e-01
475.462,9.875569e-01
475.512,9.907231e-01
475.562,9.917356e-01
475.612,9.886169e-01
475.662,9.883733e-01
475.712,9.838547e-01
475.762,9.863670e-01
475.812,9.859100e-01
475.862,9.862667e-01
475.912,9.871878e-01
475.962,9.866144e-01
476.012,9.836644e-01
476.062,9.890779e-01
476.112,9.855084e-01
476.162,9.881267e-01
476.212,9.917778e-01
476.262,9.858912e-01
476.312,9.827354e-01
476.362,9.871953e-01
476.412,9.899618e-01
476.462,9.916821e-01
476.512,9.854102e-01
476.562,9.888470e-01
476.612,9.869724e-01
476.662,9.877086e-01
476.712,9.931689e-01
476.762,9.850002e-01
476.812,9.884972e-01
476.862,9.889459e-01
476.912,9.901932e-01
476.962,9.882669e-01
477.012,9.887077e-01
477.062,9.873506e-01
477.112,9.886820e-01
477.162,9.874974e-01
477.212,9.894296e-01
477.262,9.874960e-01
477.312,9.889971e-01
477.362,9.882192e-01
477.412,9.905280e-01
477.462,9.882258e-01
477.512,9.848477e-01
477.562,9.908720e-01
477.612,9.866120e-01
477.662,9.871349e-01
477.712,9.872746e-01
477.762,9.911941e-01
477.812,9.842794e-01
477.862,9.947297e-01
477.912,9.906388e-01
477.962,9.890167e-01
478.012,9.884913e-01
478.062,9.891888e-01
478.112,9.896789e-01
478.162,9.899486e-01
478.212,9.897957e-01
478.262,9.888983e-01
478.312,9.883550e-01
478.362,9.884701e-01
478.412,9.884078e-01
478.462,9.910593e-01
478.512,9.900148e-01
478.562,9.830494e-01
478.612,9.901856e-01
478.662,9.892972e-01
478.712,9.888986e-01
478.762,9.881907e-01
478.812,9.912060e-01
478.862,9.908802e-01
478.912,9.875005e-01
478.962,9.898577e-01
479.012,9.871536e-01
479.062,9.863697e-01
479.112,9.878821e-01
479.162,9.908509e-01
479.212,9.910534e-01
479.262,9.902057e-01
479.312,9.906480e-01
479.362,9.902574e-01
479.412,9.879896e-01
479.462,9.901360e-01
479.512,9.908876e-01
479.562,9.908189e-01
479.612,9.917013e-01
479.662,9.907726e-01
479.712,9.900888e-01
479.762,9.915332e-01
479.812,9.893851e-01
479.862,9.877145e-01
479.912,9.891589e-01
479.962,9.880293e-01
480.013,9.881891e-01
480.063,9.892611e-01
480.113,9.880005e-01
480.163,9.889809e-01
480.213,9.858640e-01
480.263,9.900555e-01
480.313,9.896572e-01
480.363,9.880588e-01
480.413,9.910022e-01
480.463,9.915743e-01
480.513,9.865574e-01
480.563,9.882507e-01
480.613,9.882589e-01
480.663,9.879417e-01
480.713,9.914651e-01
480.763,9.894600e-01
480.813,9.893407e-01
480.863,9.859177e-01
480.913,9.911633e-01
480.963,9.874721e-01
481.013,9.900646e-01
481.063,9.905153e-01
481.113,9.926802e-01
481.163,9.874147e-01
481.213,9.840473e-01
481.263,9.904099e-01
481.313,9.936308e-01
481.363,9.925385e-01
481.413,9.905199e-01
481.463,9.891506e-01
481.513,9.917418e-01
481.563,9.882347e-01
481.613,9.911251e-01
481.663,9.912018e-01
481.713,9.923193e-01
481.763,9.957039e-01
481.813,9.910343e-01
481.863,9.892676e-01
481.913,9.902434e-01
481.963,9.868085e-01
482.013,9.889545e-01
482.063,9.895379e-01
482.113,9.893284e-01
482.163,9.906860e-01
482.213,9.887728e-01
482.263,9.926399e-01
482.313,9.904371e-01
482.363,9.904354e-01
482.413,9.898213e-01
482.463,9.907951e-01
482.513,9.921388e-01
482.563,9.888030e-01
482.613,9.892333e-01
482.663,9.899514e-01
482.713,9.879027e-01
482.763,9.889616e-01
482.813,9.896567e-01
482.863,9.923477e-01
482.913,9.911505e-01
482.963,9.910286e-01
483.013,9.923454e-01
483.063,9.904014e-01
483.113,9.914611e-01
483.163,9.904965e-01
483.213,9.912400e-01
483.263,9.895724e-01
483.313,9.859071e-01
483.363,9.904856e-01
483.413,9.935825e-01
483.463,9.926098e-01
483.513,9.926982e-01
483.563,9.932449e-01
483.613,9.909807e-01
483.663,9.912051e-01
483.713,9.895986e-01
483.763,9.902039e-01
483.813,9.920575e-01
483.863,9.932292e-01
483.913,9.905725e-01
483.963,9.899610e-01
484.013,9.908576e-01
484.063,9.920502e-01
484.113,9.879984e-01
484.163,9.863090e-01
484.213,9.897665e-01
484.263,9.884350e-01
484.313,9.898418e-01
484.363,9.905486e-01
484.413,9.899337e-01
484.463,9.936980e-01
484.513,9.914523e-01
484.563,9.913821e-01
484.613,9.919979e-01
484.663,9.884827e-01
484.713,9.927677e-01
484.763,9.905229e-01
484.813,9.919595e-01
484.863,9.884586e-01
484.913,9.874467e-01
484.963,9.920778e-01
485.013,9.911245e-01
485.063,9.884994e-01
485.113,9.884526e-01
485.163,9.922672e-01
485.213,9.875097e-01
485.263,9.928755e-01
485.313,9.874791e-01
485.363,9.899210e-01
485.413,9.869443e-01
485.463,9.868482e-01
485.513,9.811024e-01
485.563,9.757474e-01
485.613,9.659113e-01
485.663,9.476527e-01
485.713,9.264895e-01
485.763,8.897050e-01
485.813,8.445635e-01
485.863,7.867857e-01
485.913,7.188961e-01
485.963,6.499766e-01
486.013,5.749436e-01
486.063,4.864087e-01
486.113,4.067265e-01
486.163,4.189019e-01
486.213,5.046836e-01
486.263,5.898885e-01
486.313,6.644232e-01
486.363,7.388329e-01
486.413,8.024036e-01
486.463,8.569156e-01
486.513,8.997962e-01
486.563,9.313326e-01
486.613,9.551599e-01
486.663,9.698864e-01
486.713,9.772966e-01
486.763,9.823375e-01
486.813,9.867846e-01
486.863,9.913819e-01
486.913,9.868408e-01
486.963,9.869558e-01
487.013,9.905482e-01
487.063,9.905761e-01
487.113,9.910139e-01
487.163,9.913143e-01
487.213,9.905256e-01
487.263,9.940411e-01
487.313,9.880206e-01
487.363,9.896466e-01
487.413,9.911699e-01
487.463,9.881936e-01
487.513,9.911734e-01
487.563,9.948813e-01
487.613,9.916866e-01
487.663,9.921568e-01
487.713,9.892496e-01
487.763,9.905727e-01
487.813,9.910939e-01
487.863,9.912476e-01
487.913,9.944573e-01
487.963,9.930554e-01
488.014,9.897756e-01
488.064,9.924991e-01
488.114,9.930255e-01
488.164,9.943238e-01
488.214,9.952199e-01
488.264,9.900893e-01
488.314,9.905114e-01
488.364,9.896386e-01
488.414,9.916797e-01
488.464,9.930752e-01
488.514,9.941091e-01
488.564,9.919924e-01
488.614,9.914920e-01
488.664,9.923982e-01
488.714,9.903911e-01
488.764,9.961151e-01
488.814,9.886542e-01
488.864,9.919990e-01
488.914,9.952271e-01
488.964,9.892643e-01
489.014,9.726664e-01
489.064,8.941813e-01
489.114,7.261418e-01
489.164,6.387759e-01
489.214,8.298422e-01
489.264,9.549017e-01
489.314,9.833262e-01
489.364,9.904403e-01
489.414,9.908349e-01
489.464,9.931570e-01
489.514,9.890087e-01
489.564,9.932283e-01
489.614,9.964246e-01
489.664,9.897740e-01
489.714,9.929146e-01
489.764,9.912715e-01
489.814,9.934713e-01
489.864,9.926985e-01
489.914,9.914173e-01
489.964,9.936868e-01
490.014,9.963253e-01
490.064,9.923862e-01
490.114,9.942153e-01
490.164,9.902376e-01
490.214,9.909245e-01
490.264,9.937788e-01
490.314,9.958039e-01
490.364,9.935783e-01
490.414,9.922650e-01
490.464,9.928990e-01
490.514,9.904303e-01
490.564,9.941262e-01
490.614,9.946895e-01
490.664,9.920504e-01
490.714,9.920248e-01
490.764,9.934955e-01
490.814,9.921085e-01
490.864,9.928517e-01
490.914,9.971591e-01
490.964,9.925032e-01
491.014,9.922852e-01
491.064,9.917119e-01
491.114,9.944744e-01
491.164,9.926319e-01
491.214,9.916936e-01
491.264,9.955933e-01
491.314,9.957673e-01
491.364,9.917247e-01
491.414,9.891653e-01
491.464,9.948057e-01
491.514,9.913464e-01
491.564,9.941211e-01
491.614,9.883893e-01
491.664,9.935390e-01
491.714,9.864206e-01
491.764,9.668991e-01
491.814,8.666567e-01
491.864,6.762432e-01
491.914,6.586099e-01
491.964,8.552553e-01
492.014,9.614677e-01
492.064,9.894029e-01
492.114,9.957039e-01
492.164,9.892827e-01
492.214,9.958833e-01
492.264,9.930610e-01
492.314,9.911931e-01
492.364,9.904258e-01
492.414,9.927604e-01
492.464,9.950203e-01
492.514,9.929794e-01
492.564,9.962707e-01
492.614,9.904164e-01
492.664,9.933018e-01
492.714,9.908611e-01
492.764,9.940926e-01
492.814,9.951512e-01
492.864,9.925706e-01
492.914,9.882485e-01
492.964,9.938331e-01
493.014,9.943197e-01
493.064,9.942686e-01
493.114,9.959335e-01
493.164,9.913620e-01
493.214,9.948534e-01
493.264,9.958826e-01
493.314,9.899897e-01
493.364,9.941695e-01
493.414,9.925426e-01
493.464,9.933923e-01
493.514,9.942547e-01
493.564,9.926049e-01
